id,last_scraped,source,host_id,host_since,host_location,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
39031568,9/16/2022,city scrape,1445093,11/26/2011,"Nashville, TN",t,16,21,t,t,"Nashville, Tennessee, United States",District 17,,36.14683,-86.78589,Entire home,Entire home/apt,10,,2.5 baths,3,8,$226.00 ,2,1125,2,3,1125,1125,2.5,1125,,t,15,43,73,344,9/16/2022,93,52,4,10/21/2019,9/11/2022,4.96,4.97,4.89,5,5,4.92,4.9,,f,16,16,0,0,2.63
39032607,9/15/2022,city scrape,1445093,11/26/2011,"Nashville, TN",t,16,21,t,t,"Nashville, Tennessee, United States",District 17,,36.14726,-86.7866,Entire home,Entire home/apt,10,,2.5 baths,3,8,$229.00 ,2,1125,2,3,1125,1125,2.5,1125,,t,14,33,63,335,9/15/2022,97,39,4,10/21/2019,9/12/2022,4.93,4.93,4.9,4.98,5,4.81,4.86,,f,16,16,0,0,2.74
39034225,9/15/2022,city scrape,1445093,11/26/2011,"Nashville, TN",t,16,21,t,t,"Nashville, Tennessee, United States",District 17,,36.14739,-86.78599,Entire home,Entire home/apt,10,,2.5 baths,3,8,$229.00 ,2,1125,2,3,1125,1125,2.5,1125,,t,7,19,47,300,9/15/2022,96,47,5,10/27/2019,9/11/2022,4.95,4.97,4.92,4.95,4.95,4.94,4.96,,f,16,16,0,0,2.73
39034408,9/16/2022,city scrape,1445093,11/26/2011,"Nashville, TN",t,16,21,t,t,"Nashville, Tennessee, United States",District 17,,36.1458,-86.78652,Entire home,Entire home/apt,10,,2.5 baths,3,9,$233.00 ,2,1125,2,3,1125,1125,2.5,1125,,t,8,38,68,342,9/16/2022,86,42,0,10/20/2019,8/11/2022,4.95,4.99,4.86,4.98,5,4.93,4.87,,f,16,16,0,0,2.43
39036983,9/15/2022,city scrape,220961530,10/16/2018,"Murfreesboro, TN",t,12,12,t,t,"Nashville, Tennessee, United States",District 21,,36.17774,-86.80485,Entire home,Entire home/apt,10,,2.5 baths,3,6,$90.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,14,91,9/15/2022,64,7,0,10/28/2019,1/17/2022,4.7,4.73,4.95,4.91,4.89,4.13,4.8,,t,6,5,1,0,1.82
39054736,9/15/2022,city scrape,88959664,8/9/2016,"Nashville, TN",t,42,59,t,t,"Nashville, Tennessee, United States",District 8,,36.21949,-86.74225,Entire townhouse,Entire home/apt,8,,2.5 baths,2,8,$141.00 ,2,90,2,3,90,90,2.7,90,,t,18,47,77,138,9/15/2022,137,47,0,10/6/2019,8/14/2022,4.89,4.85,4.69,4.96,4.98,4.85,4.82,,t,41,40,1,0,3.82
39058755,9/15/2022,city scrape,260899725,5/9/2019,"Nashville, TN",t,52,70,t,t,,District 6,,36.18099,-86.7481,Entire home,Entire home/apt,2,,1 bath,1,1,$139.00 ,3,365,2,3,365,365,3,365,,t,8,33,63,338,9/15/2022,40,16,1,10/21/2019,9/1/2022,5,5,4.98,5,5,4.9,4.88,,f,51,51,0,0,1.13
39073592,9/15/2022,city scrape,6675690,5/31/2013,"Nashville, TN",t,81,136,t,t,"Nashville, Tennessee, United States",District 19,,36.1713,-86.7985,Entire townhouse,Entire home/apt,10,,3.5 baths,3,5,$383.00 ,2,1125,1,3,1125,1125,2.1,1125,,t,0,16,29,285,9/15/2022,55,29,1,10/20/2019,8/28/2022,4.96,4.93,4.91,4.98,4.98,4.73,4.89,,t,70,70,0,0,1.55
39101276,9/15/2022,city scrape,31549142,4/19/2015,"Nashville, TN",f,24,24,t,t,"Nashville, Tennessee, United States",District 5,,36.20454,-86.74294,Entire townhouse,Entire home/apt,10,,3 baths,3,5,$286.00 ,1,365,1,2,1125,1125,1.9,1125,,t,9,23,48,287,9/15/2022,129,52,5,10/7/2019,9/12/2022,4.77,4.84,4.4,4.94,4.7,4.78,4.78,,t,24,24,0,0,3.6
39114011,9/15/2022,city scrape,13996514,1/20/2016,"Nashville, TN",t,4,5,t,t,"Nashville, Tennessee, United States",District 1,,36.28071,-86.85132,Private room in farm stay,Private room,2,,1 private bath,1,1,$92.00 ,1,30,1,1,1125,1125,1,1125,,t,18,47,72,162,9/15/2022,87,43,2,10/12/2019,8/27/2022,4.82,4.83,4.9,4.93,4.95,4.72,4.86,,t,4,1,3,0,2.44
39114059,9/15/2022,city scrape,31549142,4/19/2015,"Nashville, TN",f,24,24,t,t,"Nashville, Tennessee, United States",District 21,,36.15447,-86.82654,Entire townhouse,Entire home/apt,10,,3.5 baths,3,6,$407.00 ,1,365,1,2,1125,1125,1.8,1125,,t,1,6,24,147,9/15/2022,139,48,6,10/14/2019,9/5/2022,4.78,4.86,4.45,4.93,4.79,4.86,4.79,,t,24,24,0,0,3.9
39114480,9/15/2022,previous scrape,24126726,11/24/2014,"Jericho, VT",f,304,451,t,t,,District 19,,36.15521,-86.77684,Entire condo,Entire home/apt,4,,1 bath,,2,$194.00 ,2,14,2,2,1125,1125,2,1125,,t,0,0,0,0,9/15/2022,0,0,0,,,,,,,,,,,t,2,2,0,0,
39114972,9/15/2022,city scrape,13996514,1/20/2016,"Nashville, TN",t,4,5,t,t,"Nashville, Tennessee, United States",District 1,,36.28075,-86.85145,Private room in farm stay,Private room,2,,1 private bath,1,1,$69.00 ,1,45,1,1,1125,1125,1,1125,,t,14,39,64,151,9/15/2022,20,6,0,10/14/2019,4/25/2022,4.9,4.8,4.9,4.9,5,4.7,4.9,,t,4,1,3,0,0.56
39115611,9/15/2022,city scrape,13996514,1/20/2016,"Nashville, TN",t,4,5,t,t,"Nashville, Tennessee, United States",District 1,,36.2791,-86.84986,Private room in farm stay,Private room,2,,1 private bath,1,1,$80.00 ,1,30,1,1,1125,1125,1,1125,,t,22,46,71,161,9/15/2022,76,52,4,10/14/2019,9/3/2022,4.96,4.93,4.91,4.99,4.99,4.8,4.87,,t,4,1,3,0,2.13
39129141,9/15/2022,city scrape,13871581,4/3/2014,,f,1,3,t,f,"Nashville, Tennessee, United States",District 21,,36.16492,-86.80969,Entire home,Entire home/apt,5,,1 bath,2,3,$78.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,23,298,9/15/2022,4,2,0,3/13/2021,1/10/2022,3.75,4.5,3,4.25,4.75,4,3.5,,t,1,1,0,0,0.22
39129481,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 6,,36.1682,-86.74286,Entire home,Entire home/apt,12,,3.5 baths,4,6,$383.00 ,1,365,1,4,365,365,1.4,365,,t,11,24,46,315,9/15/2022,91,38,4,10/6/2019,9/11/2022,4.86,4.9,4.77,4.89,4.86,4.92,4.85,,f,127,126,1,0,2.54
39148510,9/15/2022,previous scrape,72182970,5/15/2016,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 21,,36.15912,-86.8268,Entire home,Entire home/apt,10,,2 baths,3,6,$184.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,0,9/15/2022,54,6,0,12/8/2019,11/28/2021,4.67,4.81,4.59,4.8,4.81,4.69,4.59,,f,1,1,0,0,1.6
39155465,9/15/2022,city scrape,12515800,2/23/2014,"Nashville, TN",t,1,3,t,t,"Nashville, Tennessee, United States",District 16,,36.11121,-86.73257,Tiny home,Entire home/apt,3,,1 bath,1,1,$118.00 ,1,31,1,3,31,31,1.6,31,,t,25,55,85,85,9/15/2022,58,25,1,10/14/2019,8/28/2022,4.97,4.98,5,5,5,4.9,4.86,,f,1,1,0,0,1.63
39176866,9/15/2022,city scrape,5896649,4/12/2013,"Nashville, TN",f,1,3,t,f,"Nashville, Tennessee, United States",District 8,,36.21686,-86.73225,Entire home,Entire home/apt,6,,3 baths,3,3,$400.00 ,3,7,3,3,1125,1125,3,1125,,t,0,0,5,5,9/15/2022,10,3,0,5/30/2021,4/10/2022,4.9,5,4.7,5,4.8,4.9,4.6,,t,1,1,0,0,0.63
39197921,9/15/2022,city scrape,300785516,10/7/2019,"Nashville, TN",f,1,1,t,f,"Nashville, Tennessee, United States",District 21,,36.17289,-86.81138,Entire bungalow,Entire home/apt,7,,2 baths,2,4,$158.00 ,2,10,2,2,1125,1125,2,1125,,t,1,18,29,34,9/15/2022,13,1,1,11/12/2019,9/9/2022,4.85,4.92,4.85,5,5,4.69,4.69,,f,1,1,0,0,0.38
39218677,9/16/2022,city scrape,43800255,9/9/2015,"Nashville, TN",t,28,30,t,t,"Nashville, Tennessee, United States",District 21,,36.15642,-86.8179,Entire home,Entire home/apt,16,,16 baths,16,32,"$3,178.00 ",3,365,2,3,365,365,2,365,,t,8,17,38,301,9/16/2022,0,0,0,,,,,,,,,,,t,28,28,0,0,
39223418,9/15/2022,city scrape,44605028,9/19/2015,"Sebastopol, MS",t,2,2,t,t,"Nashville, Tennessee, United States",District 18,,36.13476,-86.79704,Entire rental unit,Entire home/apt,4,,1 bath,1,1,$140.00 ,2,1125,2,2,1125,1125,2,1125,,t,2,21,51,231,9/15/2022,23,13,3,10/20/2019,9/4/2022,4.91,5,4.87,5,4.96,5,4.91,,t,1,1,0,0,0.65
39225795,9/15/2022,city scrape,101426897,10/26/2016,"Nashville, TN",t,193,314,t,t,"Nashville, Tennessee, United States",District 17,,36.13573,-86.78074,Entire home,Entire home/apt,12,,4 baths,4,8,$265.00 ,2,365,2,3,365,365,2.7,365,,t,9,20,35,253,9/15/2022,55,22,1,11/18/2019,8/28/2022,4.89,4.91,4.85,4.85,4.98,4.84,4.87,,t,178,178,0,0,1.6
39251479,9/15/2022,city scrape,36984634,6/28/2015,"Nashville, TN",t,1,2,t,f,"Nashville, Tennessee, United States",District 5,,36.18283,-86.76892,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$162.00 ,2,1125,2,3,1125,1125,2.1,1125,,t,6,21,51,51,9/15/2022,93,69,5,4/4/2021,9/8/2022,4.99,5,4.99,4.99,4.99,4.85,4.95,,f,1,1,0,0,5.26
39253211,9/16/2022,city scrape,90600007,8/18/2016,"Nashville, TN",t,3,3,t,t,"Nashville, Tennessee, United States",District 19,,36.16329,-86.78312,Entire condo,Entire home/apt,4,,1 bath,1,2,$214.00 ,2,1125,2,2,1125,1125,2,1125,,t,9,26,56,82,9/16/2022,94,36,2,12/8/2019,8/28/2022,4.81,4.89,4.89,4.91,4.82,4.9,4.66,,f,3,3,0,0,2.78
39253335,9/15/2022,city scrape,149778985,9/9/2017,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 12,,36.17363,-86.59241,Entire townhouse,Entire home/apt,5,,1 bath,2,2,$139.00 ,1,15,1,1,1125,1125,1,1125,,t,5,18,43,212,9/15/2022,193,81,4,10/14/2019,8/27/2022,4.92,4.94,4.89,4.97,4.97,4.81,4.88,,t,1,1,0,0,5.42
39266420,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 18,,36.13477,-86.80452,Entire home,Entire home/apt,8,,3.5 baths,3,4,$220.00 ,1,365,1,4,365,365,1.4,365,,t,12,38,60,321,9/15/2022,67,47,2,10/20/2019,8/24/2022,4.84,4.91,4.81,4.88,4.84,4.9,4.7,,f,127,126,1,0,1.89
39267774,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 18,,36.13445,-86.80255,Entire home,Entire home/apt,8,,3.5 baths,3,4,$180.00 ,1,365,1,4,365,365,1.4,365,,t,17,43,69,313,9/15/2022,57,41,0,10/20/2019,8/12/2022,4.91,4.96,4.84,4.77,4.86,4.96,4.82,,f,127,126,1,0,1.61
39270869,9/15/2022,previous scrape,114739821,2/3/2017,"Antioch, TN",f,1,4,t,t,,District 32,,36.06356,-86.64252,Private room in rental unit,Private room,2,,1 bath,1,1,$30.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/15/2022,15,0,0,10/12/2019,1/1/2020,4.73,4.67,4.93,4.73,4.73,4.87,4.93,,t,1,0,1,0,0.42
39275882,9/16/2022,city scrape,12785722,3/4/2014,"Athens, TN",t,250,349,t,t,"Nashville, Tennessee, United States",District 19,,36.15551,-86.7757,Private room in resort,Private room,4,,1 private bath,1,2,$192.00 ,1,1125,1,3,1125,1125,1,1125,,t,4,10,10,10,9/16/2022,9,0,0,11/10/2019,5/17/2021,5,5,5,5,5,5,4.89,,f,11,4,7,0,0.26
39280367,9/15/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 7,,36.22087,-86.70783,Entire condo,Entire home/apt,4,,1 bath,1,2,$93.00 ,2,182,2,2,182,182,2,182,,t,13,43,73,348,9/15/2022,1,0,0,1/1/2020,1/1/2020,5,5,5,5,5,5,5,,t,80,80,0,0,0.03
39280370,9/16/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 7,,36.21996,-86.70783,Entire condo,Entire home/apt,4,,1 bath,1,2,$93.00 ,2,182,2,2,182,182,2,182,,t,11,41,71,345,9/16/2022,0,0,0,,,,,,,,,,,t,80,80,0,0,
39280372,9/15/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.21973,-86.70599,Entire condo,Entire home/apt,4,,1 bath,1,2,$93.00 ,2,182,2,2,182,182,2,182,,t,7,29,59,334,9/15/2022,8,6,0,4/25/2021,7/29/2022,4.5,4.5,5,4.88,4.5,5,4.75,,t,80,80,0,0,0.47
39280375,9/15/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.22127,-86.70661,Entire condo,Entire home/apt,4,,1 bath,1,2,$93.00 ,2,182,2,2,182,182,2,182,,t,10,40,70,345,9/15/2022,4,3,0,2/1/2020,5/12/2022,5,5,5,5,5,5,5,,t,80,80,0,0,0.13
39280377,9/15/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.21932,-86.70678,Entire condo,Entire home/apt,4,,1 bath,1,2,$93.00 ,2,182,2,2,182,182,2,182,,t,9,39,69,344,9/15/2022,1,1,0,3/10/2022,3/10/2022,5,5,5,5,5,5,5,,t,80,80,0,0,0.16
39280378,9/15/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 7,,36.21958,-86.70814,Entire condo,Entire home/apt,4,,1 bath,1,2,$93.00 ,2,182,2,2,182,182,2,182,,t,3,33,63,338,9/15/2022,1,1,1,9/8/2022,9/8/2022,4,3,4,5,5,5,5,,t,80,80,0,0,1
39280383,9/15/2022,previous scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.21939,-86.70423,Entire condo,Entire home/apt,6,,2 baths,2,4,$140.00 ,2,182,2,2,182,182,2,182,,t,0,0,0,0,9/15/2022,3,2,0,8/15/2020,2/19/2022,5,5,5,5,5,5,5,,t,80,80,0,0,0.12
39280384,9/16/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.22079,-86.70383,Entire condo,Entire home/apt,6,,2 baths,2,4,$140.00 ,2,182,2,2,182,182,2,182,,t,0,4,4,4,9/16/2022,1,0,0,5/2/2021,5/2/2021,5,5,5,5,5,5,5,,t,80,80,0,0,0.06
39280389,9/15/2022,previous scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.22096,-86.70421,Entire condo,Entire home/apt,6,,2 baths,2,4,$140.00 ,2,182,2,2,182,182,2,182,,t,0,0,0,0,9/15/2022,0,0,0,,,,,,,,,,,t,80,80,0,0,
39280394,9/15/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.2209,-86.70414,Entire condo,Entire home/apt,6,,2 baths,2,4,$140.00 ,2,182,2,2,182,182,2,182,,t,0,0,0,0,9/15/2022,0,0,0,,,,,,,,,,,t,80,80,0,0,
39280396,9/16/2022,city scrape,194953121,,,f,,,,,"Nashville, Tennessee, United States",District 15,,36.21938,-86.70565,Entire condo,Entire home/apt,6,,2 baths,2,4,$140.00 ,2,182,2,2,182,182,2,182,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,t,80,80,0,0,
39293361,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 18,,36.13482,-86.80395,Entire home,Entire home/apt,8,,3.5 baths,3,4,$178.00 ,1,365,1,4,365,365,1.4,365,,t,8,24,50,315,9/15/2022,19,5,2,10/21/2019,9/8/2022,4.89,4.95,4.89,4.95,4.84,4.95,5,,f,127,126,1,0,0.54
39294840,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 18,,36.13508,-86.80385,Entire home,Entire home/apt,8,,3.5 baths,3,4,$216.00 ,1,365,1,4,365,365,1.4,365,,t,15,37,65,332,9/15/2022,32,27,1,10/19/2019,8/17/2022,4.81,4.94,4.69,4.94,4.84,4.97,4.78,,f,127,126,1,0,0.9
39304536,9/15/2022,previous scrape,24126726,11/24/2014,"Jericho, VT",f,304,451,t,t,,District 19,,36.15435,-86.77541,Entire condo,Entire home/apt,4,,1 bath,,2,$257.00 ,2,14,2,2,1125,1125,2,1125,,t,0,0,0,0,9/15/2022,1,0,0,12/14/2019,12/14/2019,5,5,5,5,5,5,5,,t,2,2,0,0,0.03
39362382,9/15/2022,city scrape,593556,5/16/2011,"Nashville, TN",f,11,15,t,t,"Nashville, Tennessee, United States",District 2,,36.186798,-86.814941,Entire townhouse,Entire home/apt,8,,3.5 baths,3,4,$352.00 ,1,365,1,5,1125,1125,3.1,1125,,t,21,47,69,343,9/15/2022,45,19,1,10/27/2019,8/21/2022,4.91,4.93,4.91,4.91,4.98,4.53,4.82,,t,11,11,0,0,1.28
39389802,9/15/2022,city scrape,21639697,9/22/2014,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 16,,36.11459,-86.74593,Entire home,Entire home/apt,10,,2 baths,4,5,$149.00 ,2,1125,2,2,1125,1125,2,1125,,t,11,33,63,334,9/15/2022,85,37,2,11/10/2019,9/11/2022,4.69,4.79,4.84,4.96,5,4.46,4.66,,f,1,1,0,0,2.45
39420099,9/15/2022,city scrape,205597402,7/27/2018,"Nashville, TN",t,10,10,t,t,"Nashville, Tennessee, United States",District 17,,36.13769,-86.793,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$140.00 ,1,1125,1,1,1125,1125,1,1125,,t,1,11,33,33,9/15/2022,161,65,3,10/20/2019,9/1/2022,4.82,4.95,4.84,4.94,4.97,4.89,4.83,,t,10,10,0,0,4.55
39466025,9/15/2022,city scrape,171176713,2/1/2018,"Nashville, TN",t,11,11,t,t,"Nashville, Tennessee, United States",District 19,,36.15187,-86.78508,Entire loft,Entire home/apt,4,,1 bath,,2,$182.00 ,2,365,1,2,365,365,1.3,365,,t,8,23,50,140,9/15/2022,104,40,1,11/24/2019,9/5/2022,4.87,4.93,4.89,4.91,4.98,4.94,4.79,,f,11,11,0,0,3.04
39525217,9/15/2022,city scrape,28196034,2/22/2015,"Nashville, TN",t,26,50,t,t,"Nashville, Tennessee, United States",District 21,,36.16137,-86.83776,Entire condo,Entire home/apt,5,,1 bath,2,3,$126.00 ,2,1125,2,3,1125,1125,2.3,1125,,t,14,24,47,139,9/15/2022,83,34,3,11/3/2019,9/9/2022,4.88,4.86,4.9,4.95,4.81,4.67,4.83,,f,22,22,0,0,2.38
39534978,9/15/2022,city scrape,303755987,10/21/2019,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 21,,36.15937,-86.80679,Entire condo,Entire home/apt,4,,1 bath,1,1,$160.00 ,2,21,2,2,1125,1125,2,1125,,t,2,2,12,12,9/15/2022,214,69,4,1/1/2020,8/31/2022,4.84,4.85,4.76,4.95,4.86,4.81,4.79,,t,1,1,0,0,6.49
39551424,9/15/2022,city scrape,31719780,4/22/2015,"Nashville, TN",t,2,2,t,f,"Nashville, Tennessee, United States",District 5,,36.19014,-86.75927,Entire rental unit,Entire home/apt,4,,1 bath,1,1,$132.00 ,2,10,2,2,1125,1125,2,1125,,t,12,22,46,46,9/15/2022,125,56,4,11/10/2019,9/6/2022,4.99,4.98,4.99,4.99,5,4.88,4.91,,f,1,1,0,0,3.6
39562406,9/15/2022,city scrape,36011881,6/17/2015,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 1,,36.26679,-86.88342,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$97.00 ,1,14,1,1,1125,1125,1,1125,,t,4,13,32,195,9/15/2022,481,147,9,11/1/2019,8/30/2022,4.93,4.94,4.91,4.98,4.98,4.89,4.93,,t,1,1,0,0,13.74
39575514,9/15/2022,city scrape,263243483,5/21/2019,"St. Louis, MO",f,229,296,t,t,"Nashville, Tennessee, United States",District 15,,36.22039,-86.70483,Entire condo,Entire home/apt,6,,2 baths,2,4,$218.00 ,3,28,3,4,1125,1125,3,1125,,t,9,20,31,273,9/15/2022,23,15,3,1/14/2020,9/12/2022,4.83,4.74,4.74,4.74,4.7,4.83,4.78,,t,10,10,0,0,0.71
39577331,9/15/2022,city scrape,44699992,9/20/2015,"Nashville, TN",t,2,2,t,t,"Nashville, Tennessee, United States",District 8,,36.22326,-86.75966,Entire rental unit,Entire home/apt,3,,1 bath,1,2,$87.00 ,3,1125,3,3,1125,1125,3,1125,,t,8,26,56,156,9/15/2022,192,91,6,12/1/2019,9/10/2022,4.88,4.94,4.88,4.99,4.98,4.79,4.88,,f,2,2,0,0,5.65
39596331,9/16/2022,city scrape,12785722,3/4/2014,"Athens, TN",t,250,349,t,t,"Nashville, Tennessee, United States",District 19,,36.15551,-86.7757,Private room in resort,Private room,4,,1 private bath,1,2,$213.00 ,1,1125,1,3,1125,1125,1,1125,,t,5,5,5,5,9/16/2022,3,0,0,11/3/2019,12/16/2019,5,5,5,4.67,5,5,5,,f,11,4,7,0,0.09
39599026,9/15/2022,previous scrape,51096717,12/11/2015,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 5,,36.18573,-86.75373,Entire home,Entire home/apt,8,,3.5 baths,4,4,$750.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,9/15/2022,18,1,0,12/1/2019,10/10/2021,4.83,5,5,4.94,5,4.94,4.94,,t,2,1,1,0,0.53
39604133,9/15/2022,previous scrape,12785722,3/4/2014,"Athens, TN",t,250,349,t,t,"Nashville, Tennessee, United States",District 19,,36.15551,-86.7757,Private room in resort,Private room,4,,1 private bath,1,2,$178.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/15/2022,8,0,0,11/11/2019,11/23/2020,4.88,4.88,5,5,5,5,4.5,,f,11,4,7,0,0.23
39604578,9/15/2022,previous scrape,12785722,3/4/2014,"Athens, TN",t,250,349,t,t,"Nashville, Tennessee, United States",District 19,,36.15551,-86.7757,Entire condo,Entire home/apt,4,,1 bath,1,2,$178.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/15/2022,10,0,0,11/6/2019,11/15/2020,4.8,4.6,5,5,5,5,4.7,,f,11,4,7,0,0.29
39608956,9/15/2022,city scrape,205597402,7/27/2018,"Nashville, TN",t,10,10,t,t,"Nashville, Tennessee, United States",District 17,,36.138737,-86.79361,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$120.00 ,1,1125,1,1,1125,1125,1,1125,,t,6,12,33,117,9/15/2022,89,58,7,11/2/2019,9/8/2022,4.92,4.97,4.88,4.94,4.97,4.96,4.93,,t,10,10,0,0,2.55
39612338,9/15/2022,previous scrape,12785722,3/4/2014,"Athens, TN",t,250,349,t,t,"Nashville, Tennessee, United States",District 19,,36.15551,-86.7757,Private room in resort,Private room,4,,1 private bath,1,2,$178.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/15/2022,2,0,0,11/11/2019,9/28/2020,5,5,5,5,5,5,5,,f,11,4,7,0,0.06
39624922,9/15/2022,city scrape,304454977,10/25/2019,"Redwood City, CA",t,1,1,t,f,"Nashville, Tennessee, United States",District 19,,36.17294,-86.79967,Entire home,Entire home/apt,10,,2.5 baths,3,3,$269.00 ,2,30,2,3,1125,1125,2.3,1125,,t,9,22,34,186,9/15/2022,111,48,2,12/13/2019,8/28/2022,4.86,4.87,4.76,4.91,4.9,4.61,4.8,,t,1,1,0,0,3.3
39628476,9/15/2022,previous scrape,12785722,3/4/2014,"Athens, TN",t,250,349,t,t,"Nashville, Tennessee, United States",District 19,,36.15551,-86.7757,Entire condo,Entire home/apt,4,,1 bath,1,2,$178.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/15/2022,7,0,0,11/4/2019,5/16/2021,5,4.86,5,4.43,4.86,5,5,,f,11,4,7,0,0.2
39631940,9/16/2022,city scrape,263243483,5/21/2019,"St. Louis, MO",f,229,296,t,t,"Nashville, Tennessee, United States",District 15,,36.22039,-86.70483,Entire condo,Entire home/apt,4,,1 bath,1,2,$148.00 ,3,28,3,3,1125,1125,3,1125,,t,6,24,49,313,9/16/2022,11,4,1,11/21/2019,9/7/2022,4.9,4.9,5,4.8,5,5,4.9,,t,10,10,0,0,0.32
39634220,9/15/2022,previous scrape,304553672,10/25/2019,,f,1,3,t,f,,District 19,,36.17604,-86.79546,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$325.00 ,1,1125,1,2,1125,1125,1.3,1125,,f,0,0,0,0,9/15/2022,3,1,0,11/29/2019,10/2/2021,3,3,3,3,3,3,3,,f,1,1,0,0,0.09
39649722,9/15/2022,city scrape,47287937,10/23/2015,,f,2,2,t,t,"Nashville, Tennessee, United States",District 35,,36.02547,-87.01327,Entire cabin,Entire home/apt,4,,1.5 baths,2,3,$190.00 ,30,1125,30,30,1125,1125,30,1125,,t,7,37,67,342,9/15/2022,7,3,0,10/1/2020,7/16/2022,5,4.86,4.71,5,5,4.57,4.71,,f,1,1,0,0,0.29
39652315,9/15/2022,city scrape,2442207,5/23/2012,"Nashville, TN",t,25,26,t,t,"Nashville, Tennessee, United States",District 21,,36.15564,-86.82077,Entire home,Entire home/apt,12,,4 baths,4,11,$343.00 ,1,28,2,7,1125,1125,2.5,1125,,t,18,44,69,344,9/15/2022,105,35,2,12/22/2019,8/29/2022,4.92,4.88,4.7,4.96,4.95,4.86,4.84,,t,25,25,0,0,3.15
39696537,9/15/2022,city scrape,121235121,3/17/2017,United States,f,603,1235,t,f,"Nashville, Tennessee, United States",District 19,,36.14677,-86.78759,Entire home,Entire home/apt,8,,2 baths,3,4,$309.00 ,2,1125,2,3,1125,1125,2.3,1125,,t,9,26,46,305,9/15/2022,22,18,2,8/30/2020,8/30/2022,4.95,5,4.95,5,5,4.86,4.73,,t,28,28,0,0,0.88
